,id_season,id_comp,country,name,short_name,color_primary,color_secondary
4742,25,11,AZE,Azerbaijan,0,#0071b8,#ffffff
4759,25,11,EST,Estonia,0,#0066cc,#ffffff
7139,1152,11,MNE,Montenegro,0,#cc0000,#ffffff
4776,25,11,LTU,Lithuania,0,#fcd91e,#316b3e
4772,25,11,KAZ,Kazakhstan,0,#fec50c,#4578d7
4833,25,11,SMR,San Marino,0,#0387cc,#ffffff
4743,25,11,BLR,Belarus,0,#ffffff,#fe0503
154426,10585,11,XKX,Kosovo,0,#244aa5,#f8cc22
4818,25,11,AND,Andorra,0,#cc0000,#0054a9
4478,25,11,LUX,Luxembourg,0,#ff0000,#ffffff
4830,25,11,LIE,Liechtenstein,0,#3a5aa3,#c40000
14,29167,17,ENG,Nottingham Forest,0,#cc0000,#cc0000
60,10356,17,ENG,Bournemouth,0,#000000,#cc0000
50,37036,17,ENG,Brentford,0,#ffffff,#ff0000
7,29167,17,ENG,Crystal Palace,0,#0033ff,#b90d2b
32,25680,17,ENG,Ipswich Town,0,#0000ff,#ffffff
72,52186,17,ENG,Luton Town,0,#ff3300,#000033
6,2139,17,ENG,Burnley,0,#81204c,#8fd2f4
15,25680,17,ENG,Sheffield United,0,#ffffff,#ff0000
34,25680,17,ENG,Leeds United,0,#ffffff,#1d4189
24,49,17,ENG,Watford,0,#fbd142,#000000
263,25680,17,ENG,Norwich City,0,#ffcc33,#336600
8,46,17,ENG,West Bromwich Albion,0,#ffffff,#2d2f84
61,6311,17,WAL,Cardiff City,0,#0000eb,#ffffff
59,13380,17,ENG,Huddersfield Town,0,#ffffff,#0000ff
96,1544,17,ENG,Hull City,0,#de8f38,#000000
36,25681,17,ENG,Middlesbrough,0,#d90000,#d90000
41,25682,17,ENG,Sunderland,0,#ffffff,#ca0000
1,25680,17,ENG,Queens Park Rangers,0,#ffffff,#003399
28,4,17,ENG,Reading,0,#ffffff,#003399
5,25681,17,ENG,Bolton Wanderers,0,#ffffff,#000033
46,25680,17,ENG,Blackburn Rovers,0,#ffffff,#0000ff
67,2746,17,ENG,Blackpool,0,#ff6600,#ffffff
2,1,17,ENG,Portsmouth,0,#3165ae,#222226
27,25682,17,ENG,Derby County,0,#ffffff,#090e22
47,50,17,ENG,Charlton Athletic,0,#ff0000,#ffffff
11,25680,17,ENG,Coventry City,0,#0099cc,#999999
22,49,17,ENG,Bradford City,0,#660033,#ffcc00
4,25680,17,ENG,Milton Keynes Dons,0,#ffffff,#ff0000
12,25680,17,ENG,Sheffield Wednesday,0,#0066cc,#ffffff
23,51,17,ENG,Barnsley,0,#ff3333,#ffffff
65,25680,17,ENG,Oldham Athletic,0,#2869b2,#f2f2f1
53,25680,17,ENG,Swindon Town,0,#cc0000,#ffffff
2818,25687,8,ESP,Rayo Vallecano,0,#ffffff,#ffffff
2820,25687,8,ESP,Osasuna,0,#cc0000,#14213d
2826,75,8,ESP,Mallorca,0,#cc0000,#000000
2885,74,8,ESP,Deportivo Alavés,0,#0232a0,#ffffff
2845,11906,8,ESP,Leganés,0,#ffffff,#3300ff
6577,72,8,ESP,Las Palmas,0,#e8f541,#f3f845
2831,25687,8,ESP,Real Valladolid,0,#ffffff,#663399
4488,101,8,ESP,Cádiz,0,#ffff00,#001d43
2858,669,8,ESP,Almería,0,#ff0000,#ffffff
2846,6559,8,ESP,Elche,0,#ffffff,#336600
24265,18020,8,ESP,Huesca,0,#13324f,#ff0000
2839,8578,8,ESP,Eibar,0,#003e85,#cd152f
2852,25687,8,ESP,Sporting Gijón,0,#ffffff,#cc0000
2850,8578,8,ESP,Córdoba,0,#339900,#ffffff
2815,25687,8,ESP,Real Zaragoza,0,#ffffff,#0000ff
2835,25687,8,ESP,Racing de Santander,0,#ffffff,#009933
2877,25689,8,ESP,Hércules CF,0,#ffffff,#000066
2822,25687,8,ESP,CD Tenerife,0,#ffffff,#3300ff
2838,2252,8,ESP,Xerez CD,0,#0000ff,#ffffff
2855,73,8,ESP,Numancia,0,#ff0000,#3300ff
202076,70,8,ESP,Recreativo de Huelva,0,#0033ff,#ffffff
4487,99,8,ESP,Real Murcia,0,#ff0000,#ff0000
2840,102,8,ESP,Gimnàstic de Tarragona,0,#ff0000,#000000
2848,25687,8,ESP,Albacete Balompié,0,#ffffff,#ffffff
2851,25687,8,ESP,Real Oviedo,0,#3300ff,#ffffff
2837,25689,8,ESP,Extremadura,0,#374df5,#374df5
2847,25690,8,ESP,Unión Deportiva Salamanca,0,#374df5,#374df5
2856,25688,8,ESP,SD Compostela,0,#00ade7,#ffffff
24351,25690,8,ESP,Mérida AD,0,#ffffff,#000000
250782,25687,8,ESP,CD Logroñés,0,#374df5,#374df5
331732,25687,8,ESP,UE Lleida,0,#374df5,#374df5
2526,103,35,DEU,FC St. Pauli,0,#300202,#fd0000
5885,61648,17015,DEU,1. FC Heidenheim,0,#243475,#400040
2573,63516,35,DEU,Holstein Kiel,0,#000099,#000099
2542,107,35,DEU,VfL Bochum 1848,0,#6666ff,#ffffff
2576,10419,35,DEU,Darmstadt 98,0,#4577fc,#0612a8
2540,107,35,DEU,Arminia Bielefeld,0,#092288,#000000
2551,4792,35,DEU,SpVgg Greuther Fürth,0,#ffffff,#009900
2588,4792,35,DEU,Fortuna Düsseldorf,0,#ffffff,#ff0000
2561,8238,35,DEU,SC Paderborn 07,0,#0000bb,#0000a6
2523,106,35,DEU,1. FC Nürnberg,0,#990000,#000000
5880,10419,35,DEU,FC Ingolstadt 04,0,#ff0000,#ff0000
2557,6303,35,DEU,Eintracht Braunschweig,0,#ffcc00,#0000e1
2675,107,35,DEU,1. FC Kaiserslautern,0,#ca0000,#ffffff
2532,104,35,DEU,Energie Cottbus,0,#ff0000,#ff0000
2553,107,35,DEU,Karlsruher SC,0,#0000dd,#0000a0
2533,107,35,DEU,F.C. Hansa Rostock,0,#0033ff,#0033ff
2543,107,35,DEU,MSV Duisburg,0,#ffffff,#0033ff
2546,94,35,DEU,Alemannia Aachen,0,#000000,#ffff00
2536,107,35,DEU,TSV 1860 München,0,#ffffff,#75baff
2555,105,35,DEU,SpVgg Unterhaching,0,#ff0000,#ff0000
2580,105,35,DEU,SSV Ulm 1846,0,#ffffff,#000000
2719,84,23,ITA,Cagliari,0,#990000,#242766
2704,80,23,ITA,Como,0,#09436b,#ffffff
2701,83,23,ITA,Hellas Verona,0,#071d7e,#ffcc00
2690,85,23,ITA,Parma,0,#ffffff,#000000
2737,76457,23,ITA,Pisa,0,#4aa5ff,#000000
2761,42415,23,ITA,Cremonese,0,#c8091d,#a9a7a7
2689,85,23,ITA,Lecce,0,#f6ea00,#db2d1f
2705,85,23,ITA,Empoli,0,#0d5696,#ffffff
2688,84,23,ITA,Venezia,0,#231f20,#ed7d01
2729,42415,23,ITA,Monza,0,#d71742,#ffffff
2801,10596,23,ITA,Frosinone,0,#ffff00,#0033cc
2710,84,23,ITA,Salernitana,0,#660000,#ffffff
2735,32523,23,ITA,Spezia,0,#ffffff,#000000
2759,13768,23,ITA,Benevento,0,#ffff00,#ff0033
2718,11966,23,ITA,Crotone,0,#000066,#ff0000
2691,85,23,ITA,Brescia,0,#2388ed,#ffffff
113755,13768,23,ITA,SPAL,0,#ffffff,#66ccff
2694,81,23,ITA,ChievoVerona,0,#ffff00,#0000cc
7935,5145,23,ITA,Pescara,0,#ffffff,#0066cc
43685,10596,23,ITA,Carpi,0,#ffffff,#ff0000
2742,2930,23,ITA,Cesena,0,#ffffff,#000000
2725,98,23,ITA,Catania,0,#3399ff,#990000
2726,96,23,ITA,US Livorno 1915,0,#68132c,#ffffff
170650,95,23,ITA,ACR Siena 1904,0,#ffffff,#000000
2767,3639,23,ITA,Novara,0,#0066cc,#ffffff
2712,85,23,ITA,Bari,0,#ffffff,#ff0000
491246,83,23,ITA,Reggina 1914,0,#841230,#ffffff
2707,97,23,ITA,Ascoli,0,#000000,#ffffff
2720,96,23,ITA,Messina,0,#ff0000,#000000
4485,97,23,ITA,Treviso,0,#8bc7fb,#222226
2698,84,23,ITA,Perugia,0,#ff0000,#ffffff
2706,80,23,ITA,Modena,0,#ffff00,#000066
2721,95,23,ITA,Ancona,0,#ff0000,#ffffff
2700,85,23,ITA,Piacenza,0,#ff0000,#ffffff
2722,85,23,ITA,L.R. Vicenza,0,#ffffff,#ff0000
1659,65,34,FRA,RC Strasbourg,0,#00458e,#ffffff
1684,10373,34,FRA,Angers,0,#000000,#ffffff
1662,65,34,FRA,Le Havre,0,#3399ff,#3399ff
1682,4616,34,FRA,Stade de Reims,0,#ffffff,#ff0000
1651,65,34,FRA,Metz,0,#a2052c,#ffffff
1656,64,34,FRA,Lorient,0,#ff6600,#000000
1680,37167,34,FRA,Clermont Foot,0,#cc0000,#000000
1660,60,34,FRA,Ajaccio,0,#ffffff,#ff0000
1652,63,34,FRA,Troyes,0,#0000ff,#ffffff
1663,17279,34,FRA,Nîmes Olympique,0,#cc0000,#ffffff
1686,3380,34,FRA,Dijon,0,#d71938,#ffffff
1676,13384,34,FRA,Amiens SC,0,#ffffff,#000000
1667,58,34,FRA,Caen,0,#003c95,#ec2711
1675,64,34,FRA,Nancy,0,#ffffff,#ff0000
1655,65,34,FRA,Bastia,0,#004be8,#004be8
7924,10373,34,FRA,GFC Ajaccio,0,#cc3300,#330099
21800,3380,34,FRA,Thonon Evian Grand Genève F.C,0,#ff99ff,#ffffff
1657,64,34,FRA,Sochaux,0,#ffff00,#000000
5061,56,34,FRA,Valenciennes,0,#cc0000,#ffffff
7721,2719,34,FRA,Arles,0,#ffff00,#000000
1672,59,34,FRA,Le Mans,0,#ff0000,#ffff00
1711,2120,34,FRA,US Boulogne Côte-d'Opale,0,#000000,#e50000
1671,1542,34,FRA,Grenoble Foot 38,0,#001a73,#0955c6
1650,63,34,FRA,CS Sedan,0,#ff0000,#009900
1674,58,34,FRA,Istres Football Club,0,#9995c8,#000000
1666,65,34,FRA,Châteauroux,0,#330099,#ff0000
1755,65,34,FRA,AS Cannes,0,#ae131d,#ffffff
2979,6267,37,NLD,Go Ahead Eagles,0,#ffcc00,#ff0000
2962,1711,37,NLD,NEC Nijmegen,0,#ff0000,#008000
2971,4746,37,NLD,PEC Zwolle,0,#0066cc,#ffffff
2957,17353,37,NLD,Fortuna Sittard,0,#00674c,#222226
2960,1711,37,NLD,Sparta Rotterdam,0,#ffffff,#ff0000
2977,1711,37,NLD,Heracles Almelo,0,#ffffff,#000000
2947,1711,37,NLD,NAC Breda,0,#ffcc00,#000000
2961,1711,37,NLD,Willem II Tilburg,0,#ffffff,#0000ff
2956,2144,37,NLD,RKC Waalwijk,0,#ffff00,#000066
2990,52554,37,NLD,Almere City FC,0,#620709,#222226
2967,2745,37,NLD,Excelsior,0,#000000,#ff0000
2968,1711,37,NLD,FC Volendam,0,#f5762f,#f5762f
2965,17353,37,NLD,FC Emmen,0,#e8ecf8,#d13a3a
2970,6267,37,NLD,SC Cambuur,0,#ffff00,#0099ff
2980,2144,37,NLD,VVV-Venlo,0,#ffff00,#000000
2966,1711,37,NLD,ADO Den Haag,0,#339900,#ffff00
2949,1711,37,NLD,De Graafschap,0,#ffffff,#0066ff
2954,1711,37,NLD,Roda JC Kerkrade,0,#ffff00,#ffff00
2973,8170,37,NLD,FC Dordrecht,0,#00cc66,#00cc66
6910,4532,1054,EGY,Al Ahly FC,0,#cc0000,#990000
337602,69619,357,USA,Inter Miami CF,0,#212322,#f6b5cc
1963,6143,390,BRA,Palmeiras,0,#339966,#336633
1958,10189,390,BRA,Botafogo,0,#000000,#ffffff
22009,69619,357,USA,Seattle Sounders FC,0,#33cc00,#0066ff
6909,69619,357,NZL,Auckland City,0,#000033,#000033
3202,1959,384,ARG,Boca Juniors,0,#003399,#ffcc66
5981,2561,384,BRA,Flamengo,0,#ff0000,#000000
59628,4532,1054,TUN,Espérance Tunis,0,#ede664,#e04f5b
274650,69619,357,USA,Los Angeles FC,0,#303030,#c39e69
3211,1959,384,ARG,River Plate,0,#ffffff,#ff0000
1932,2561,384,MEX,CF Monterrey,0,#ffffff,#000000
3145,69619,357,JPN,Urawa Red Diamonds,0,#cc0033,#cc0033
1961,3181,384,BRA,Fluminense,0,#660000,#006633
7665,11363,1054,ZAF,Mamelodi Sundowns,0,#ffe000,#008100
7653,69619,357,KOR,Ulsan HD,0,#0066ff,#0066ff
37082,69619,357,ARE,Al-Ain,0,#020c7d,#07017e
36268,11363,1054,MAR,Wydad Casablanca,0,#ff0000,#ff0000
21895,69619,357,SAU,Al-Hilal,0,#0080ff,#0080ff
1936,69619,357,MEX,CF Pachuca,0,#ffffff,#008bce
1954,27593,390,BRA,Cruzeiro,0,#0033cc,#0033cc
1999,1224,390,BRA,Red Bull Bragantino,0,#363636,#d8d8d6
1955,1224,390,BRA,Bahia,0,#ffffff,#333399
1977,5788,384,BRA,Atlético Mineiro,0,#000000,#ffffff
21982,49058,390,BRA,Mirassol,0,#e8c728,#174c30
1957,1224,390,BRA,Corinthians,0,#ffffff,#000000
5926,40560,390,BRA,Grêmio,0,#3399ff,#000033
2001,1224,390,BRA,Ceará,0,#000000,#ffffff
1974,2080,390,BRA,Vasco da Gama,0,#ffffff,#000000
1981,1959,384,BRA,São Paulo,0,#ffffff,#000000
1968,59015,390,BRA,Santos,0,#ffffff,#ffffff
1962,3346,390,BRA,Vitória,0,#ff0000,#000000
1966,13101,390,BRA,Internacional,0,#cc0000,#cc0000
2020,1224,390,BRA,Fortaleza,0,#0000ff,#ff0000
1980,1224,390,BRA,Juventude,0,#006600,#ffffff
1959,2685,390,BRA,Sport Recife,0,#cc0000,#000000
1967,4480,390,BRA,Athletico,0,#000000,#cc0000
1984,1224,390,BRA,Criciúma,0,#ffff00,#000000
7314,2080,390,BRA,Atlético Goianiense,0,#ff0000,#000000
49202,22932,390,BRA,Cuiabá,0,#ffffff,#006600
1960,3346,390,BRA,Goiás,0,#006633,#ffffff
1982,2685,390,BRA,Coritiba,0,#ffffff,#009966
1973,2685,390,BRA,América Mineiro,0,#056635,#ffffff
7315,1224,390,BRA,Avaí,0,#0066ff,#ffffff
21845,6143,390,BRA,Chapecoense,0,#009966,#ffffff
2010,16184,390,BRA,CSA,0,#043681,#222226
1965,1224,390,BRA,Paraná Clube,0,#000099,#cc0000
1969,1224,390,BRA,Ponte Preta,0,#ffffff,#000000
1985,2080,390,BRA,Figueirense,0,#000000,#ffffff
1976,7780,390,BRA,Santa Cruz,0,#ff0000,#000000
1987,4480,390,BRA,Joinville,0,#cc0000,#000000
21896,2080,390,BRA,Portuguesa,0,#cc0000,#336600
2011,2685,390,BRA,Náutico,0,#ff3300,#ffffff
1972,2080,390,BRA,Guarani,0,#006214,#006214
6956,1224,390,BRA,Grêmio Barueri,0,#ffffff,#000066
6966,1224,390,BRA,EC Santo André,0,#ffffff,#000080
7297,2080,390,BRA,Ipatinga,0,#374df5,#374df5
1759,42224,17015,SWE,Djurgårdens IF,0,#33ccff,#000099
2929,61648,17015,BEL,Cercle Brugge,0,#006633,#003333
7691,61648,17015,POL,Jagiellonia Białystok,0,#ffff00,#ff0000
171626,61648,17015,CYP,Pafos FC,0,#ffffff,#ffffff
2416,52327,17015,SVN,NK Olimpija Ljubljana,0,#66ff00,#66ff00
1908,61648,17015,ISL,Víkingur Reykjavík,0,#ff0100,#000000
5235,61648,17015,BIH,FK Borac Banja Luka,0,#ff0033,#0000cc
2413,61648,17015,SVN,NK Celje,0,#ffff00,#000000
2353,42224,17015,SCO,Heart of Midlothian,0,#6a0048,#990066
2224,61648,17015,CZE,Mladá Boleslav,0,#ffffff,#66ccff
262228,61648,17015,ARM,FC Noah,0,#212121,#dab1c3
4921,61648,17015,WAL,The New Saints,0,#ffffff,#41a317
5184,61648,17015,NIR,Larne FC,0,#ff0000,#ffffff
167232,61648,17015,MDA,FC Petrocub Hîncesti,0,#002050,#ffffff
5194,52327,17015,FRO,Klaksvíkar Ítróttarfelag,0,#0077bd,#ffffff
1901,52327,17015,ISL,Breidablik Kópavogur,0,#00722c,#ffffff
230417,42224,17015,XKX,KF Ballkani,0,#ff5f00,#000000
5178,52327,17015,BIH,HŠK Zrinjski Mostar,0,#ffffff,#f43142
5148,52327,17015,SRB,FK Čukarički,0,#ffffff,#000000
2355,52327,17015,SCO,Aberdeen,0,#cc0000,#ffffff
1285,42224,17015,DNK,Silkeborg IF,0,#ff0000,#ff0000
4871,42224,17015,CZE,1. FC Slovácko,0,#ffffff,#00006c
258537,42224,17015,UKR,SC Dnipro-1,0,#00003c,#fde00a
2463,42224,17015,LIE,FC Vaduz,0,#990000,#b70000
5214,42224,17015,ARM,Pyunik Yerevan,0,#0000ff,#ffffff
5345,42224,17015,LTU,FK Žalgiris,0,#ffffff,#006600
67966,37074,17015,ARM,FC Alashkert,0,#ffff00,#ffff00
3346,37074,17015,EST,Flora Tallinn,0,#008000,#ffffff
1301,37074,17015,DNK,Randers FC,0,#3399cc,#3399cc
126304,37074,17015,GIB,Lincoln Red Imps,0,#960103,#222226
213357,37074,17015,SVN,NŠ Mura,0,#000000,#ffffff
5172,37074,17015,KAZ,Kairat Almaty,0,#000000,#ffeb3b
23494,56249,13,COM,Comoros,0,#037a36,#ffffff
4831,1002,13,MLI,Mali,0,#fefe00,#d63835
4720,1002,13,ZMB,Zambia,0,#088754,#ff6000
4719,1002,13,ZWE,Zimbabwe,0,#eade00,#269d2f
4835,1002,13,TZA,Tanzania,0,#1400c7,#000000
4726,1002,13,UGA,Uganda,0,#ff0606,#f4f300
4744,1002,13,BEN,Benin,0,#ffff00,#2d8d65
4747,1002,13,BWA,Botswana,0,#00a2e8,#ffffff
4823,1002,13,COD,DR Congo,0,#007fff,#f8181e
4749,1002,13,BFA,Burkina Faso,0,#008000,#fc0303
8032,1002,13,GNQ,Equatorial Guinea,0,#ff0033,#ffffff
4734,1002,13,SDN,Sudan,0,#ff0000,#ffffff
4761,1002,13,GAB,Gabon,0,#fef101,#0f22ca
4783,1002,13,MOZ,Mozambique,0,#ff0000,#ffff00
23478,24680,13,GNB,Guinea-Bissau,0,#ff0000,#116f36
4753,1002,13,CPV,Cape Verde,0,#21418e,#ff0000
4826,1002,13,GIN,Guinea,0,#ff0000,#fcf200
4762,1002,13,GMB,Gambia,0,#be0a0a,#33a650
4779,1002,13,MRT,Mauritania,0,#008000,#ffdf00
4832,1002,13,NAM,Namibia,0,#ff0000,#002d5f
8036,3877,13,ETH,Ethiopia,0,#339900,#ffdd00
8043,1002,13,MWI,Malawi,0,#ff0000,#5abb5f
4737,1002,13,SLE,Sierra Leone,0,#7bafde,#1e9d44
8035,1002,13,MDG,Madagascar,0,#009933,#ff0000
4750,1002,13,BDI,Burundi,0,#ff0000,#00a04d
4773,1002,13,KEN,Kenya,0,#ff0000,#1fa369
8040,1002,13,COG,Congo Republic,0,#ff0000,#ffffff
8031,1002,13,NER,Niger,0,#ff8000,#1d9641
4775,1002,13,LBY,Libya,0,#eb0000,#000000
3206,1959,384,ARG,Estudiantes de La Plata,0,#ff0000,#ffffff
3161,1959,384,CHL,Universidad de Chile,0,#000099,#000099
6229,70083,384,VEN,Carabobo,0,#31060f,#222226
2305,1959,384,PER,Universitario,0,#ffffcc,#ffffcc
39723,7568,384,ECU,Independiente Del Valle,0,#002945,#e8ac35
5250,5788,384,ECU,Barcelona SC,0,#fce000,#000000
5257,1959,384,ECU,LDU,0,#ffffff,#ffffff
65676,70083,384,ARG,Central Córdoba,0,#ffffff,#000000
6231,1959,384,VEN,Deportivo Táchira,0,#ffff00,#000000
5996,1959,384,PRY,Libertad,0,#ffffff,#000000
2311,2561,384,PER,Alianza Lima,0,#091d47,#ffffff
3210,40174,384,ARG,Talleres,0,#050040,#ffffff
3215,9691,384,ARG,Racing Club,0,#00ccff,#ffffff
6103,70083,384,COL,Atlético Bucaramanga,0,#f9ec00,#f9ec00
3155,1959,384,CHL,Colo Colo,0,#ffffff,#ffffff
6106,4122,384,COL,Atlético Nacional,0,#339933,#ffffff
3230,1959,384,URY,Nacional,0,#ffffff,#0033ff
5991,2561,384,PRY,Cerro Porteño,0,#cc0000,#003366
7059,2561,384,BOL,Bolívar,0,#33ccff,#330066
2302,5788,384,PER,Club Sporting Cristal,0,#33ccff,#ffffff
3208,2561,384,ARG,Vélez Sarsfield,0,#ffffff,#003366
3227,3181,384,URY,Peñarol,0,#000000,#ffc400
396625,70083,384,BOL,San Antonio Bulo-Bulo,0,#374df5,#374df5
5997,4122,384,PRY,Olimpia,0,#ffffff,#000000
3167,11155,384,CHL,Cobresal,0,#ffffff,#ff9900
32529,4122,384,BOL,The Strongest,0,#ffcc00,#000000
3164,5788,384,CHL,Huachipato,0,#000066,#000000
6105,3181,384,COL,Junior Barranquilla,0,#cc0000,#ffffff
3157,9691,384,CHL,Palestino,0,#ffffff,#000000
6117,5788,384,COL,Millonarios,0,#0000cc,#0000cc
3201,1959,384,ARG,San Lorenzo,0,#ff0000,#000033
6879,47974,384,URY,Liverpool UY,0,#082543,#1e1e1e
3217,11155,384,ARG,Rosario Central,0,#000066,#ffcc00
6230,1959,384,VEN,Caracas F.C.,0,#cc0000,#ffffff
7029,47974,384,CHL,Ñublense,0,#ff0000,#000000
5249,47974,384,ECU,Aucas,0,#d4252a,#ffdd00
6115,1959,384,COL,Independiente Medellín,0,#ffffff,#000000
162480,47974,384,VEN,Metropolitanos,0,#380e56,#cb1158
3216,3181,384,ARG,Argentinos Juniors,0,#cc0000,#ffffff
6109,47974,384,COL,Deportivo Pereira,0,#d00000,#222226
6233,15806,384,VEN,Monagas,0,#000066,#000000
43741,47974,384,ARG,Patronato,0,#000000,#ff0000
2308,11155,384,PER,Melgar,0,#000000,#ff0000
5255,2561,384,ECU,Emelec,0,#0000cc,#333399
372975,40174,384,BOL,Independiente Petrolero,0,#fc0601,#ffffff
6111,3181,384,COL,Deportes Tolima,0,#cc3366,#ffff00
6112,7568,384,COL,Deportivo Cali,0,#006600,#ffffff
268083,35576,384,BOL,Club Always Ready,0,#ffffff,#cc252b
3207,40174,384,ARG,Club Atletico Colón,0,#000000,#cc0000
3151,2561,384,CHL,Universidad Católica,0,#ffffff,#ffffff
36839,26785,384,ARG,Defensa y Justicia,0,#ffff00,#339900
6116,5788,384,COL,Independiente Santa Fe,0,#ffffff,#ff0033
35189,35576,384,URY,Rentistas,0,#ff0000,#ffffff
